"post_date","post_time","id","post_pfs_increase_stat","post_pfs_increase_dv","post_feelings_stat","post_understand_stat","post_feelings_dv","post_understand_dv","post_GOAT","post_add_kobe","post_precep_players","post_comments","post_class_name","pre_date","pre_time","pre_sports_preference","pre_follow_basketball","pre_gender","pre_feelings_stat","pre_understand_stat","pre_feelings_dv","pre_understand_dv","pre_GOAT","pre_add_kobe","pre_class_name","pre_sport_bball"
"9/26/2019","17:54","1-333","Agree","Agree","Agree","Agree","Agree","Agree","Michael Jordan","No","Yes",NA,"C","9/26/2019","17:13","No","No","Male","Agree","Neutral","Agree","Agree","Michael Jordan","Yes","C",0
"9/26/2019","17:54","4-246","Agree","Agree","Neutral","Neutral","Neurtal","Neutral","Michael Jordan","No","Yes",NA,"C","9/26/2019","17:14","No","No","Female","Neutral","Neutral","Neutral","Disagree","LeBron James","No","C",0
"9/26/2019","17:55","8-910","Neutral","Neutral","Neutral","Neutral","Neurtal","Agree","Michael Jordan","No","A little bit",NA,"C","9/26/2019","17:13","No","No","Female","Neutral","Neutral","Disagree","Disagree","Michael Jordan","No","C",0
"9/26/2019","17:55","9-999","Disagree","Disagree","Neutral","Strongly Disagree","Stongly Disagree","Disagree","Michael Jordan","No","Yes","Good, fun activity! I'm just pretty lost","C","9/26/2019","17:14","Yes","Yes","Female","Neutral","Strongly Disagree","Disagree","Strongly Disagree","LeBron James","Yes","C",1
"9/26/2019","17:55","6-122","Agree","Agree","Agree","Agree","Agree","Agree","Michael Jordan","Yes","Not really, maybe Kobe is a little worse statistically but he is still a very good player",NA,"C","9/26/2019","17:14","Yes","Yes","Male","Agree","Agree","Agree","Agree","Michael Jordan","Yes","C",1
"9/26/2019","17:55","9-888","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Agree","Michael Jordan","No","Slightly.","Maybe include more complex statistics like win shares or player efficiency ratings. That way we don't just measure each players individual performance, but there performance compared to their team.","C","9/26/2019","17:13","Yes","Yes","Male","Neutral","Agree","Agree","Neutral","Michael Jordan","Yes","C",1
"9/26/2019","17:55","6-666","Agree","Agree","Neutral","Agree","Neurtal","Agree","Michael Jordan","No","Yes as I knew nothin about basketball before hand",NA,"C","9/26/2019","17:15","No","No","Female","Neutral","Agree","Neutral","Agree","Michael Jordan","No","C",0
"9/26/2019","17:55","4-271","Strongly Disagree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Michael Jordan","No","Yes","Very well organized, and extremely easy to read and understand the graphs/data available.","C","9/26/2019","17:14","No","No","Male","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Michael Jordan","Yes","C",0
"9/26/2019","17:55","7-240","Agree","Agree","Agree","Agree","Agree","Agree","Michael Jordan","No","yes",NA,"C","9/26/2019","17:14","Yes","Yes","Female","Neutral","Neutral","Agree","Agree","Michael Jordan","Yes","C",1
"9/26/2019","17:55","8-550","Neutral","Agree","Agree","Neutral","Agree","Neutral","Michael Jordan","No","Yes",NA,"C","9/26/2019","17:14","Yes","Yes","Male","Neutral","Neutral","Agree","Neutral","Michael Jordan","Yes","C",1
"9/26/2019","17:55","5-585","Disagree","Disagree","Agree","Disagree","Neurtal","Neutral","Michael Jordan","No","yes",NA,"C","9/26/2019","17:14","Yes","No","Male","Disagree","Disagree","Neutral","Neutral","Michael Jordan","No","C",1
"9/26/2019","17:55","2-421","Agree","Agree","Agree","Agree","Agree","Agree","Michael Jordan","Yes","No, I already had general knowledge about the players and knew which player is better at what.","10/10 would participate in again","C","9/26/2019","17:15","Yes","Yes","Male","Agree","Agree","Agree","Strongly Agree","Michael Jordan","Yes","C",1
"9/26/2019","17:55","1-658","Agree","Agree","Disagree","Disagree","Agree","Neutral","Michael Jordan","No","Yes I g",NA,"C","9/26/2019","17:14","No","No","Female","Disagree","Strongly Disagree","Agree","Agree","Michael Jordan","No","C",0
"9/26/2019","17:59","2-116","Agree","Agree","Agree","Agree","Agree","Agree","Michael Jordan","No","yes","yay!","C","9/26/2019","17:14","Yes","Yes","Female","Agree","Neutral","Agree","Agree","Michael Jordan","No","C",1
